baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GeneID,gene_symbol,regulation_level
1250.04321184007,-0.368400959579299,0.165081133283426,-2.23163575541243,0.0256390464757513,0.0682838229690183,ENSRNOG00000070901,Irgq,Unchanged
5.2635999197867,-3.82263096497108,2.60793736238905,-1.46576793603251,0.142711519067579,0.264647544751416,ENSRNOG00000018029,Doc2g,Unchanged
57.2557701717378,0.843247746014888,0.656792907759987,1.28388680214409,0.19918156577426,0.341809275236154,ENSRNOG00000032625,Zfp108,Unchanged
3905.35385205842,0.826636777790206,0.141433936891608,5.84468477621269,5.07528408311923e-09,5.9947433903359e-08,ENSRNOG00000016356,Got1,Upregulated
7.6005620730938,-0.108539630481069,2.03654888204952,-0.0532958631328496,0.957496176260968,0.974368061801714,ENSRNOG00000015810,Trip13,Unchanged
13.3764075746166,0.0101145808060864,1.11661228322417,0.00905827471007307,0.992772641298407,0.995429663876683,ENSRNOG00000017538,Lrrc27,Unchanged
1123.75397754821,0.579933189539117,0.194860468441974,2.97614592726801,0.00291895930358209,0.0109244145452454,ENSRNOG00000027204,Map6,Upregulated
925.381554613354,0.930894775881351,0.181467420452876,5.12981764747732,2.90022988727966e-07,2.63855908362659e-06,ENSRNOG00000014903,Zfyve27,Upregulated
831.80041768497,0.588342732637089,0.182477821793263,3.22418761280287,0.0012633060456848,0.00523338946229107,ENSRNOG00000021051,Cyth2,Upregulated
6126.27386180419,1.73483276445261,0.146802194240943,11.8174852455221,3.17033066074171e-32,3.15466344285237e-30,ENSRNOG00000011160,Sv2b,Upregulated
137.530929920465,-1.89160003945567,0.444284941522152,-4.25762807304454,2.06607301232813e-05,0.000132750188140397,ENSRNOG00000017748,Nkx6-2,Downregulated
1205.36615689644,0.497846178161172,0.177542426226797,2.80409696285896,0.00504577281271928,0.01752824216991,ENSRNOG00000016227,Glrx3,Unchanged
61.5486654641811,0.118642060337853,0.550351962303107,0.215574883827725,0.82931913527125,0.894190973761954,ENSRNOG00000016906,Lipt2,Unchanged
999.056936956959,-1.14248024661301,0.170888308581253,-6.68553780008766,2.30078121496908e-11,3.74768275718097e-10,ENSRNOG00000027582,Dpysl4,Downregulated
162.052684913008,0.413687372863632,0.363914956018451,1.13676936334174,0.255634713875541,0.408920385858937,ENSRNOG00000009830,Fam204a,Unchanged
59.3599789227121,-0.0215683687068932,0.64534219214473,-0.0334216001517163,0.973338384852932,0.984592020291207,ENSRNOG00000013767,Ccdc61,Unchanged
9745.33026876729,-1.391109224056,0.150417115806349,-9.24834395739211,2.27997616427738e-20,9.46384424325477e-19,ENSRNOG00000032699,Ttyh1,Downregulated
388.431841163068,0.950177891144818,0.273807840727626,3.47023623801197,0.000520000788441714,0.00239978885657672,ENSRNOG00000018408,RGD1307554,Upregulated
3.17810482006703,5.16420577082438,3.20532480110597,1.61113337688665,0.107150654978978,NA,ENSRNOG00000016421,Tyr,NA
159.50154828757,0.153435077510558,0.41734478843077,0.36764584526736,0.713137325709136,0.815309034893285,ENSRNOG00000018334,Ctu1,Unchanged
632.449927568376,0.359664932934106,0.215418726226996,1.66960848406053,0.0949968507301465,0.193361834012277,ENSRNOG00000023407,Mrpl36,Unchanged
13.4072136029431,-1.34327254685742,1.36238513186424,-0.985971231952112,0.32414723000482,0.485357161057637,ENSRNOG00000010529,Thbs2,Unchanged
374.610169907206,0.19600997942631,0.277588563355755,0.706116912947544,0.480115434717244,0.633119730744914,ENSRNOG00000012684,Bloc1s2,Unchanged
112.047893273276,0.478618304612899,0.408953638935703,1.17034856532515,0.241860725316083,0.393516165541278,ENSRNOG00000019416,Zfp61,Unchanged
8.65457111730598,-2.05851604351266,2.08806076427987,-0.98585064128754,0.324206410992305,0.48539603145902,ENSRNOG00000036631,Ptgdr2,Unchanged
608.962711897552,0.659203565945358,0.234165960027759,2.81511269130326,0.00487601322438226,0.01703573152115,ENSRNOG00000014946,Thumpd1,Upregulated
131.609010698217,-0.904291375979143,0.501127899818421,-1.80451213414141,0.0711510586758953,0.154470745663225,ENSRNOG00000020318,Pnkp,Unchanged
173.902844634454,2.27874462519813,0.518812007499304,4.3922357082323,1.12190970657049e-05,7.58899200125069e-05,ENSRNOG00000047406,RGD1308544,Upregulated
2182.3480526095,0.926164440480528,0.135655846423775,6.82730943705354,8.65219413685878e-12,1.49076896855712e-10,ENSRNOG00000050445,Gde1,Upregulated
44.311882559382,0.0302750690727423,0.708286000012277,0.0427441302979553,0.965905500806095,0.979106790084491,ENSRNOG00000016597,NA,Unchanged
151.384432718636,0.189358597413433,0.386557050396594,0.489859380961123,0.624233407773627,0.75054923642038,ENSRNOG00000013945,Itpkc,Unchanged
73.4885854355105,-0.435658609942019,0.503386414260342,-0.865455637260613,0.386788754997155,0.548415569412822,ENSRNOG00000016565,Zfp524,Unchanged
168.437904013818,0.632296309847182,0.392184282058711,1.61224286329896,0.106909101250458,0.211373325895866,ENSRNOG00000019138,Clec11a,Unchanged
37.6662296167778,-0.146381275104732,0.813013840177696,-0.180047703828434,0.857115117849949,0.912078605066421,ENSRNOG00000065649,Zfp94,Unchanged
223.724731801683,0.474537426402008,0.311556688508803,1.5231174418796,0.127729325893196,0.242780431979378,ENSRNOG00000016574,Fiz1,Unchanged
27.9746719259748,-0.477462846604708,0.887699132278617,-0.537865622757925,0.590669823282952,0.725599191860367,ENSRNOG00000055608,LOC102548695,Unchanged
3.61499094000804,-2.26900895236831,2.85783218783616,-0.793961577599251,0.427217799688245,0.586937402091674,ENSRNOG00000013641,Myo7a,Unchanged
